date,open,high,low,close,volume
2022-05-20,117.755884,120.549377,117.106302,119.888033,982026
2022-05-23,120.054170,120.668553,119.739312,120.352912,575116
2022-05-24,121.010645,123.594443,119.102178,121.675491,1028118
2022-05-25,121.195210,122.207035,120.218374,121.229920,1058547
2022-05-26,121.068766,122.939584,119.836542,121.700925,759705
2022-05-27,121.380229,123.702443,120.596813,122.909158,1009997
2022-05-30,122.524427,123.400899,121.745157,122.621015,777536
2022-05-31,122.480992,124.945656,121.096387,123.548978,1250330
2022-06-01,124.166253,125.293893,121.563421,122.677541,1113530
2022-06-02,123.466462,125.134727,120.625001,122.277197,1023622
2022-06-03,122.133425,123.820106,120.156584,121.839202,1024680
2022-06-06,122.651590,124.280820,118.519818,120.115358,1117698
2022-06-07,120.130315,122.593260,118.574098,121.025448,1028743
2022-06-08,121.768292,123.998000,118.221004,120.426136,743985
2022-06-09,120.386811,121.505135,119.456267,120.573149,501767
2022-06-10,120.628457,122.878283,119.207422,121.447599,1014480
2022-06-13,121.602950,124.285127,119.592761,122.264010,1033921
2022-06-14,123.624318,125.733121,121.321034,123.426462,1237552
2022-06-15,123.794212,124.575718,122.579837,123.358593,1127705
2022-06-16,123.053228,124.376121,121.441332,122.761085,1210273
2022-06-17,123.177428,125.324717,120.564141,122.703162,689412
2022-06-20,122.547769,124.267398,118.413446,120.098709,1202695
2022-06-21,119.892845,121.425201,116.400412,117.907393,1285781
2022-06-22,118.282350,119.598746,114.643532,115.933789,1605044
2022-06-23,115.946403,117.159758,113.269159,114.467033,1346470
2022-06-24,114.578640,116.594267,113.071601,115.080626,1143108
2022-06-27,115.086259,116.351115,112.491429,113.741505,1009165
2022-06-28,113.875497,115.222608,111.843062,113.181969,794693
2022-06-29,113.350314,116.516064,111.954474,115.098693,1307058
2022-06-30,114.318395,115.610364,113.256638,114.546489,755372
2022-07-01,114.813727,117.253721,113.191579,115.620179,988884
2022-07-04,115.222785,117.948608,111.485530,114.186846,1070380
2022-07-05,113.610425,114.391828,113.054637,113.834941,1180153
2022-07-06,113.811669,115.324914,110.887981,112.382221,1036697
2022-07-07,112.415254,113.422409,110.822375,111.824235,531048
2022-07-08,111.552807,114.596252,109.956530,112.979559,1133421
2022-07-11,113.308173,114.688972,109.046136,110.391391,1176835
2022-07-12,109.872815,112.597836,108.219512,110.928646,950613
2022-07-13,110.770650,113.032774,108.920556,111.175911,878079
2022-07-14,110.948328,112.365103,108.810062,110.217505,969970
2022-07-15,110.199533,112.020934,106.270536,108.056517,1365153
2022-07-18,108.161983,108.445671,107.758901,108.042275,591948
2022-07-19,107.661142,109.637995,105.211433,107.179441,916302
2022-07-20,107.451140,108.901757,105.925799,107.375393,1001413
2022-07-21,107.399070,109.150897,105.520938,107.270670,764370
2022-07-22,106.560344,110.162225,105.801581,109.383361,951571
2022-07-25,108.633531,109.838297,107.690926,108.893438,1049982
2022-07-26,108.888742,110.258971,105.950026,107.300266,1324361
2022-07-27,107.217282,108.672209,105.937982,107.390837,858576
2022-07-28,107.351965,108.945007,105.942190,107.532856,542071
2022-07-29,107.522324,111.061509,105.765618,109.276149,1279279
2022-08-01,109.362418,110.833244,108.822264,110.288516,745159
2022-08-02,110.654318,112.413199,108.857165,110.615428,959414
2022-08-03,110.185259,113.900112,108.859386,112.545833,1031842
2022-08-04,112.084181,113.337829,109.387516,110.624840,983902
2022-08-05,110.201520,110.875461,108.841649,109.511370,969419
2022-08-08,109.622109,111.158155,106.488503,108.001846,1085764
2022-08-09,108.472445,108.726657,107.004125,107.255485,873843
2022-08-10,107.093563,108.656441,103.618784,105.153347,1330733
2022-08-11,104.232630,106.459619,103.603943,105.821349,895948
2022-08-12,105.190234,106.596866,103.905458,105.310619,1109671
2022-08-15,105.003573,106.213563,101.924501,103.112702,1303409
2022-08-16,102.911420,104.627793,99.864141,101.557940,1023590
2022-08-17,101.412777,102.916714,100.268295,101.768221,742567
2022-08-18,101.781963,103.622396,100.843183,102.675375,740588
2022-08-19,102.563344,106.210349,101.540420,105.161511,1359522
2022-08-22,105.547737,110.861734,103.743764,108.998778,1478937
2022-08-23,108.740880,110.910487,107.202720,109.363520,510971
2022-08-24,109.033448,110.173663,106.617885,107.744622,1045728
2022-08-25,107.925209,109.118238,103.428620,104.584722,1269254
2022-08-26,104.022606,105.334976,103.426422,104.734711,1145425
2022-08-29,104.877561,106.299061,102.020523,103.422298,803028
2022-08-30,103.459420,103.972655,102.147128,102.656379,747918
2022-08-31,102.603404,104.143192,100.111676,101.636961,1230619
2022-09-01,102.201957,103.480962,99.980420,101.247480,1154485
2022-09-02,101.026991,104.663629,98.850081,102.455929,951525
2022-09-05,103.194743,103.978967,101.684220,102.462882,743850
2022-09-06,102.382038,103.568579,100.869670,102.052391,1031958
2022-09-07,101.596262,103.546214,98.564923,100.493714,750376
2022-09-08,100.518307,102.203552,96.497393,98.142812,988818
2022-09-09,97.773122,98.674116,96.444994,97.342015,959833
2022-09-12,97.085894,98.347408,95.833887,97.095279,1162288
2022-09-13,97.230205,100.364473,96.062665,99.173597,1183215
2022-09-14,99.366443,100.670909,97.864497,99.166335,868567
2022-09-15,98.950392,101.191046,98.039526,100.268051,1255216
2022-09-16,100.614569,101.785996,98.293731,99.451618,1365398
2022-09-19,99.854524,100.414487,97.222573,97.770851,1079720
2022-09-20,98.262351,99.494609,95.189197,96.398076,1119066
2022-09-21,96.576696,97.909463,94.030335,95.346119,1370761
2022-09-22,95.801111,98.960383,94.738646,97.874919,1094624
2022-09-23,97.230628,97.769266,96.160350,96.696026,1257728
2022-09-26,96.588435,99.178016,95.047451,97.620566,859884
2022-09-27,97.324334,98.634135,95.056715,96.353449,1118670
2022-09-28,96.393657,98.289877,95.516866,97.403897,1017274
2022-09-29,97.209082,98.838127,96.151681,97.774575,760183
2022-09-30,97.717714,98.303758,96.879713,97.464238,744008
2022-10-03,98.106294,98.881173,96.539104,97.307675,927907
2022-10-04,97.249872,98.207662,95.436110,96.385386,1202382
2022-10-05,96.524978,98.492762,94.892385,96.854594,921334
2022-10-06,96.775857,97.689613,95.291094,96.199407,992450
2022-10-07,96.224900,97.626017,93.225465,94.602965,1268915
2022-10-10,94.604958,95.536508,92.060993,92.976508,1018324
2022-10-11,93.122400,94.334207,91.912574,93.124355,1006303
2022-10-12,93.504170,96.086995,92.435004,95.000717,1372917
2022-10-13,95.548480,97.028738,93.676536,95.150631,1322939
2022-10-14,95.253743,96.193017,94.027151,94.963563,823908
2022-10-17,95.159512,95.828049,94.616162,95.283988,836905
2022-10-18,94.900182,97.516659,94.285968,96.889569,1302072
2022-10-19,96.859769,98.107134,95.903522,97.148041,1040481
2022-10-20,97.467757,98.150397,95.943409,96.620113,863825
2022-10-21,96.912958,99.354248,95.590983,98.017210,1057542
2022-10-24,98.089805,99.569825,97.095476,98.570621,1050265
2022-10-25,98.876425,102.734441,96.750737,100.572295,1095918
2022-10-26,100.745046,101.343604,100.236370,100.834477,830277
2022-10-27,101.258090,102.555665,98.000181,99.272310,1165493
2022-10-28,99.372848,100.116971,96.829513,97.560061,1353896
2022-10-31,97.438604,100.723338,96.461646,99.723471,1169004
2022-11-01,99.840690,103.321977,98.586124,102.039778,978365
2022-11-02,100.993148,102.141685,100.720616,101.866796,556807
2022-11-03,102.003308,103.323976,100.120323,101.433615,717852
2022-11-04,100.138364,105.491210,98.174487,103.462148,1007555
2022-11-07,102.838052,103.885586,101.034338,102.074090,1083464
2022-11-08,102.235489,103.568561,99.674400,100.991248,852988
2022-11-09,101.160040,103.587440,99.531395,101.946139,911508
2022-11-10,101.531371,102.690854,100.379580,101.538977,795365
2022-11-11,101.285905,102.638538,100.305847,101.654909,797058
2022-11-14,102.142537,102.438449,101.275485,101.569738,1090945
2022-11-15,101.397668,103.643543,99.920916,102.155750,1073165
2022-11-16,102.957695,105.395346,101.768809,104.192204,1232332
2022-11-17,104.191504,105.303854,103.363258,104.473368,823450
2022-11-18,104.622569,106.839119,103.314119,105.519452,967949
2022-11-21,106.116593,107.142239,101.920805,102.915512,1386235
2022-11-22,102.962709,104.047772,101.944789,103.029195,970540
2022-11-23,102.667747,104.148747,100.617695,102.090366,871744
2022-11-24,102.051158,102.729438,100.005202,100.674331,1124808
2022-11-25,100.661783,102.291423,98.110828,99.725307,686767
2022-11-28,99.248959,100.130580,98.612847,99.492905,930859
2022-11-29,99.403818,101.836994,98.474472,100.893719,1248437
2022-11-30,100.631630,102.613247,97.424067,99.381057,1092891
2022-12-01,99.702580,101.348611,97.994361,99.639349,1208726
2022-12-02,99.651419,100.886142,98.008195,99.237792,777848
2022-12-05,99.139568,99.956268,98.228820,99.044739,924412
2022-12-06,99.007930,101.576161,98.029444,100.582117,1140118
2022-12-07,100.660664,102.781713,99.423232,101.533551,1014004
2022-12-08,101.752746,104.828095,100.516441,103.569714,1212405
2022-12-09,103.207324,104.828231,102.006350,103.622427,877993
2022-12-12,103.244666,104.470868,101.729956,102.952691,1118849
2022-12-13,103.350745,104.502331,101.774615,102.921417,1090058
2022-12-14,102.772883,104.165211,102.132393,103.520065,961150
2022-12-15,103.006715,105.070502,101.983451,104.037003,1084396
2022-12-16,104.198609,105.830202,101.249617,102.860254,949456
2022-12-19,103.027072,103.939430,102.354649,103.265451,1055819
2022-12-20,102.712206,105.028844,101.557539,103.861259,831098
2022-12-21,103.944679,108.557583,103.038179,107.619039,1718905
2022-12-22,107.896109,111.967127,106.553298,110.590780,1749639
2022-12-23,110.735693,111.892379,108.538765,109.684471,987494
2022-12-26,109.927086,111.895833,107.628292,109.591021,493659
2022-12-27,109.052387,110.581992,106.325633,107.838208,1066893
2022-12-28,107.963153,108.692206,106.601060,107.325808,1151013
2022-12-29,107.212132,109.670311,105.637731,108.083120,1079243
2022-12-30,107.900485,111.094004,106.940021,110.113838,1250280
2023-01-02,110.449348,111.519825,108.336502,109.396777,1147114
2023-01-03,109.963175,111.420767,107.348698,108.790750,1039186
2023-01-04,109.473988,110.572341,105.043848,106.108435,1537105
2023-01-05,106.596728,108.256591,104.543306,106.196943,1022336
2023-01-06,106.156156,107.101154,104.113977,105.049120,1317675
2023-01-09,105.178805,106.180550,103.638875,104.635445,986874
2023-01-10,104.916274,105.899813,102.780085,103.752716,1166817
2023-01-11,103.796720,104.940115,102.786005,103.928120,830272
2023-01-12,103.975686,105.680551,100.204753,101.875177,1131429
2023-01-13,102.168897,103.651897,98.784073,100.239061,1451504
2023-01-16,100.218263,105.294708,98.330173,103.347661,1474076
2023-01-17,103.083866,105.255902,99.773591,101.921128,1254126
2023-01-18,101.773276,102.574957,99.967365,100.761073,1091173
2023-01-19,100.984631,104.754681,99.744370,103.483727,1263028
2023-01-20,103.484811,108.548830,102.729869,107.762679,1631041
2023-01-23,107.890996,108.850101,105.476593,106.422645,1334754
2023-01-24,106.672236,107.683453,105.192006,106.198735,984894
2023-01-25,106.059408,107.784733,105.235180,106.953556,695251
2023-01-26,107.236648,110.523820,106.401012,109.669228,1295603
2023-01-27,109.814644,111.069041,107.308572,108.548507,1350522
2023-01-30,108.079377,109.248803,107.308433,108.475037,826675
2023-01-31,109.022626,111.535218,107.347111,109.847034,785625
2023-02-01,109.654515,111.658838,108.741204,110.736515,1326912
2023-02-02,110.095037,113.023557,107.536618,110.456733,1014656
2023-02-03,110.052720,111.645936,108.930792,110.519252,848979
2023-02-06,110.124294,111.477509,107.468807,108.805821,1087338
2023-02-07,108.825690,109.567732,107.966021,108.707256,1051428
2023-02-08,108.603063,110.647446,106.518743,108.562361,783512
2023-02-09,108.434376,110.913806,106.647594,109.115795,1142990
2023-02-10,109.352463,110.794566,107.116534,108.548028,1042499
2023-02-13,108.677153,110.150763,107.958494,109.427144,1046716
2023-02-14,109.548189,112.511304,108.141298,111.084681,1163849
2023-02-15,111.244020,112.347728,110.408102,111.509813,893713
2023-02-16,111.750281,114.217650,109.755603,112.214683,1148937
2023-02-17,111.386781,114.192194,109.689605,112.478385,748031
2023-02-20,112.334915,114.051552,110.944012,112.656665,604730
2023-02-21,111.797012,112.049058,111.521276,111.773268,1105847
2023-02-22,111.787375,113.301534,110.885661,112.394919,1063970
2023-02-23,112.393097,114.063137,110.735181,112.405045,933373
2023-02-24,112.816376,117.602217,110.915247,115.653281,1467159
2023-02-27,116.134020,120.127202,114.225162,118.184639,1211881
2023-02-28,118.268517,119.581513,117.602434,118.911807,1101833
2023-03-01,118.703561,120.271186,116.303782,117.860270,1013069
2023-03-02,118.060404,119.956697,114.411565,116.279250,1026905
2023-03-03,116.064399,118.831465,115.441521,118.197142,1111580
2023-03-06,118.196565,120.116151,116.781944,118.695557,1274431
2023-03-07,119.105232,121.088744,117.545505,119.523539,688736
2023-03-08,119.290205,120.578175,115.654206,116.916547,1359059
2023-03-09,117.246238,118.942663,116.707919,118.399052,806865
2023-03-10,118.679765,120.430037,117.410222,119.155407,954059
2023-03-13,118.757217,120.026824,116.235911,117.491991,1046637
2023-03-14,117.892478,119.237361,115.475817,116.808333,607771
2023-03-15,117.093927,118.376801,115.952717,117.234223,986125
2023-03-16,117.276045,118.529316,116.076552,117.329278,800980
2023-03-17,117.016228,118.401837,115.505752,116.889866,565292
2023-03-20,116.538352,118.335864,114.933640,116.728533,1019287
2023-03-21,116.508871,117.765104,115.078822,116.333160,1159199
2023-03-22,116.554086,117.761750,115.333521,116.541050,1137656
2023-03-23,116.151256,120.227841,114.714533,118.758863,1273552
2023-03-24,118.940718,119.454106,114.325055,114.820660,1506362
2023-03-27,114.321633,116.009177,112.731631,114.417837,1143372
2023-03-28,114.336116,115.997111,112.964340,114.621906,1170273
2023-03-29,114.665894,116.394274,113.271697,114.996063,1105379
2023-03-30,115.980194,117.817661,112.553555,114.365439,795688
2023-03-31,113.814129,114.290866,111.232885,111.700771,1337600
2023-04-03,112.276259,112.737115,111.627110,112.087190,991130
2023-04-04,112.145974,116.031437,110.677398,114.531621,957248
2023-04-05,114.696444,116.069536,110.820929,112.163701,1331552
2023-04-06,112.210161,114.751704,110.787257,113.314792,1432761
2023-04-07,113.491172,114.643277,111.565243,112.709412,1061804
2023-04-10,112.648785,114.299925,110.841256,112.490070,1137941
2023-04-11,113.062551,114.841088,109.082872,110.826230,1167662
2023-04-12,110.649169,112.191168,108.669008,110.204814,945686
2023-04-13,110.641536,113.160144,109.429271,111.933721,1214169
2023-04-14,111.681279,113.029946,111.282661,112.627950,830213
2023-04-17,112.604198,116.760822,110.906471,115.026573,1091413
2023-04-18,114.595008,118.595139,112.659852,116.625691,1330780
2023-04-19,116.811427,118.818816,115.108523,117.111537,1163244
2023-04-20,117.703880,120.619854,116.705583,119.605429,1086732
2023-04-21,119.573046,121.856874,117.815899,120.092099,1092650
2023-04-24,120.009344,123.058088,118.156145,121.186709,1009706
2023-04-25,120.713940,122.915191,118.313894,120.511452,1015222
2023-04-26,120.414739,121.437730,119.379375,120.402260,945670
2023-04-27,119.731044,121.059361,117.778660,119.099976,1228175
2023-04-28,118.719443,122.224900,116.939947,120.419916,1076017
2023-05-01,120.515499,121.989360,116.919671,118.367260,1420358
2023-05-02,118.913708,120.248575,118.018205,119.349789,1061570
2023-05-03,120.523264,122.169427,117.201735,118.824698,1040906
2023-05-04,118.580745,122.135826,116.883304,120.412169,963563
2023-05-05,121.017065,122.852173,119.522280,121.353236,1366684
2023-05-08,121.456766,125.609151,119.892605,124.012081,1346666
2023-05-09,123.946433,126.314338,122.587339,124.944301,1115230
2023-05-10,125.133477,127.375008,119.980802,122.169233,1008547
2023-05-11,122.195708,123.221814,120.791914,121.814821,766010
2023-05-12,121.861889,123.037943,118.572639,119.728101,1392723
2023-05-15,119.556989,120.996927,117.251481,118.680866,1067719
2023-05-16,118.100115,122.661788,116.267695,120.787668,863044
2023-05-17,120.135090,122.274108,119.413017,121.543569,1146482
2023-05-18,121.821461,122.644829,119.385635,120.198031,971637
2023-05-19,120.081625,120.543829,117.927001,118.382666,1382584
2023-05-22,118.135683,119.626583,116.702605,118.192812,865934
2023-05-23,118.196330,119.085968,115.229655,116.103540,1227779
2023-05-24,116.426571,117.644602,113.662703,114.864392,1256771
2023-05-25,114.936903,116.787886,113.253593,115.102156,737192
2023-05-26,114.837859,117.714255,113.754498,116.614138,932187
2023-05-29,117.114648,118.828412,115.600927,117.312138,931359
2023-05-30,117.960540,119.234826,112.423042,113.650771,1600387
2023-05-31,113.847495,115.558314,112.175251,113.885511,663430
2023-06-01,114.273613,115.862074,112.198418,113.780019,584256
2023-06-02,114.274605,115.329618,113.130501,114.184684,1058307
2023-06-05,114.636324,117.718324,113.338023,116.400048,1117028
2023-06-06,116.650232,118.537046,111.290793,113.120515,1332921
2023-06-07,113.357413,114.896071,110.540961,112.062036,715133
2023-06-08,112.265856,113.460185,111.545990,112.737296,850106
2023-06-09,112.304308,113.946475,108.650912,110.263234,1275440
2023-06-12,110.533658,113.081473,109.686798,112.221680,1346735
2023-06-13,111.689149,114.574913,109.717830,112.587734,781517
2023-06-14,112.274616,115.494895,110.467400,113.665294,1314933
2023-06-15,114.183889,115.686497,111.181348,112.663955,903790
2023-06-16,112.995273,115.142217,111.568264,113.706228,910964
2023-06-19,114.298171,116.430914,113.022161,115.145445,1353233
2023-06-20,115.035958,117.047300,113.343308,115.350029,920086
2023-06-21,114.884837,116.779793,113.676606,115.564415,791864
2023-06-22,115.467164,117.339931,113.972756,115.840689,869547
2023-06-23,115.882057,117.676808,112.654120,114.426325,1316267
2023-06-26,114.457959,115.574242,112.980874,114.093603,1155254
2023-06-27,114.546313,115.638538,112.677532,113.762281,767072
2023-06-28,113.618435,115.058027,112.797821,114.232975,922190
2023-06-29,114.373723,116.532075,113.488230,115.636803,1100216
2023-06-30,115.236677,115.776724,113.441294,113.975431,960635
2023-07-03,114.155069,115.858184,112.021410,113.718005,884017
2023-07-04,113.719242,118.093083,111.531778,115.864356,1210490
2023-07-05,115.560288,117.605857,112.663987,114.694225,1239037
2023-07-06,114.599557,115.229357,112.805317,113.428683,1268635
2023-07-07,113.355565,115.384069,111.666633,113.690152,838313
2023-07-10,113.582653,116.949196,111.573555,114.916504,1019955
2023-07-11,115.628951,116.805217,113.745307,114.914303,963298
2023-07-12,114.874708,118.357049,113.449597,116.906728,1081090
2023-07-13,116.806932,118.684671,116.343393,118.215542,1164168
2023-07-14,117.347712,121.087383,115.814336,119.525549,1046990
2023-07-17,119.151467,121.341510,118.228548,120.408851,826796
2023-07-18,120.297984,125.726895,118.758345,124.138109,1273908
2023-07-19,123.840117,124.560499,123.127394,123.847732,1141036
2023-07-20,124.446657,126.210244,119.002278,120.712954,1316435
2023-07-21,120.643268,125.302675,118.701147,123.317504,1539378
2023-07-24,123.873611,124.972033,121.568783,122.656412,866053
2023-07-25,122.682901,123.825335,121.768630,122.909376,939125
2023-07-26,122.925391,125.534711,122.510406,125.112343,1598385
2023-07-27,125.073460,126.441056,121.293258,122.634183,1054980
2023-07-28,122.635812,123.822145,119.595932,120.764160,822876
2023-07-31,121.490650,122.194801,117.706811,118.393007,1450064
2023-08-01,117.431817,119.053795,115.682022,117.302208,887444
2023-08-02,116.480458,119.314789,115.292344,118.110052,978466
2023-08-03,117.885513,119.980155,116.978142,119.063714,905046
2023-08-04,119.069769,120.818648,117.905063,119.648283,989774
2023-08-07,119.937278,121.890482,115.717869,117.633557,1014988
2023-08-08,117.828336,119.526448,112.672671,114.320225,1368849
2023-08-09,114.166480,115.892223,112.855861,114.576893,969596
2023-08-10,114.985549,116.650128,112.408687,114.059866,765562
2023-08-11,114.471130,115.781910,113.629040,114.936398,878206
2023-08-14,115.010440,117.603166,113.615423,116.193796,1000186
2023-08-15,116.585287,118.083579,115.117562,116.615473,676765
2023-08-16,116.726754,119.191040,115.545403,117.996835,1004623
2023-08-17,117.764948,120.210821,116.146642,118.581296,965214
2023-08-18,118.870914,120.705701,117.815547,119.643475,953567
2023-08-21,119.689794,121.370153,117.132658,118.800533,939835
2023-08-22,118.801090,120.488949,117.091287,118.778830,850130
2023-08-23,119.391175,119.430736,119.307251,119.346798,830261
2023-08-24,118.323034,122.927282,116.339796,120.900836,1216272
2023-08-25,120.300939,120.586684,120.278018,120.563713,1147815
2023-08-28,120.062801,122.832840,118.917906,121.672594,947121
2023-08-29,121.517898,123.505177,119.561290,121.548084,952173
2023-08-30,121.439769,122.969610,120.136617,121.664051,827604
2023-08-31,121.022195,124.051011,120.279693,123.294567,1168148
2023-09-01,122.869441,123.806327,119.532271,120.450714,1564946
2023-09-04,120.087802,122.022131,116.835218,118.747965,1210267
2023-09-05,119.769315,120.285997,116.287861,116.791699,867968
2023-09-06,117.528199,119.469290,111.731209,113.607547,1458757
2023-09-07,113.443825,114.780147,111.587976,112.918106,1176647
2023-09-08,112.774413,115.165824,111.959006,114.339105,1052825
2023-09-11,113.879208,115.339470,112.778276,114.235098,1036759
2023-09-12,113.472184,115.763672,112.572224,114.852763,836380
2023-09-13,114.805779,118.629304,113.030319,116.822653,924497
2023-09-14,116.414652,120.977535,114.676615,119.197944,1261085
2023-09-15,119.162545,120.047236,118.552033,119.435326,589659
2023-09-18,118.766403,123.175361,117.532938,121.909256,1203507
2023-09-19,121.584135,123.458514,120.544924,122.412225,1147942
2023-09-20,122.475903,124.579309,119.356645,121.442300,678321
2023-09-21,121.597957,122.400455,120.064677,120.862320,724547
2023-09-22,121.038919,123.268082,116.718204,118.908125,988034
2023-09-25,118.358565,119.763105,116.491341,117.890324,1004551
2023-09-26,118.242981,119.112335,116.824284,117.689569,820604
2023-09-27,117.359951,120.384720,116.269571,119.276533,1345434
2023-09-28,119.540731,123.410019,118.489547,122.334269,1499020
2023-09-29,122.329714,123.173976,119.677211,120.508907,1223303
2023-10-02,119.928372,122.984461,118.443742,121.480615,1029200
2023-10-03,121.346174,122.206317,119.345789,120.197791,1121004
2023-10-04,120.351497,121.690129,119.956920,121.292467,877811
2023-10-05,121.552686,122.826715,120.161933,121.434726,1018268
2023-10-06,121.374803,121.956016,118.348059,118.917504,1063777
2023-10-09,119.555048,121.787763,118.480086,120.702484,1278527
2023-10-10,121.128115,122.141181,119.088757,120.093167,1148969
2023-10-11,119.985288,121.006979,118.575555,119.593914,965960
2023-10-12,119.907899,122.306518,115.900431,118.266211,1034733
2023-10-13,119.066669,120.522336,116.145062,117.582585,1029537
2023-10-16,118.389401,120.093793,116.852531,118.554776,521891
2023-10-17,118.045227,119.155526,117.467466,118.575171,904692
2023-10-18,118.190647,120.512140,117.081529,119.391750,962710
2023-10-19,120.012254,121.807325,118.468752,120.260628,980839
2023-10-20,119.815185,123.618526,118.868419,122.649365,1348347
2023-10-23,122.081634,124.317108,120.173223,122.403664,875853
2023-10-24,122.195372,123.073860,119.499227,120.364554,979227
2023-10-25,120.541585,123.660735,119.233162,122.332869,1137898
2023-10-26,122.289026,123.469824,120.907433,122.086273,900289
2023-10-27,121.808286,125.716546,120.266524,124.145205,1191153
2023-10-30,123.852255,126.217239,122.683332,125.037134,1015197
2023-10-31,124.725394,126.453801,123.363838,125.088284,1034558
2023-11-01,124.703227,127.306737,123.324573,125.914690,792006
2023-11-02,126.920209,130.578604,125.770001,129.405869,1405814
2023-11-03,129.540618,135.059855,127.734773,133.202956,1625446
2023-11-06,133.616372,135.347179,131.839999,133.570208,608064
2023-11-07,133.341566,135.648859,131.788731,134.087339,954850
